Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,PBE,HSE,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
980,RbPbBr1.125Cl1.875,0,1,0,0,0,0,0,0,0,0,1,0.625,0.375,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.87,273.93,207.34,3.18,52.12,339.73,1209.4,3.99,11.9,3.08,23.75,3.38
981,RbPbBr1.250I1.750,0,1,0,0,0,0,0,0,0,0,1,0,0.417,0.583,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.1,405.15,336.39,4.18,107.32,307.51,1063.19,6.73,18.33,2.79,45.5,4.58
982,RbPbBr1.250Cl0.125I1.625,0,1,0,0,0,0,0,0,0,0,1,0.042,0.417,0.542,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.08,396.05,327.45,4.1,103.51,309.74,1073.3,6.54,17.88,2.81,44,4.5
983,RbPbBr1.250Cl0.250I1.500,0,1,0,0,0,0,0,0,0,0,1,0.083,0.417,0.5,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.07,386.95,318.51,4.03,99.7,311.97,1083.42,6.35,17.44,2.83,42.5,4.42
984,RbPbBr1.250Cl0.375I1.375,0,1,0,0,0,0,0,0,0,0,1,0.125,0.417,0.458,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.05,377.86,309.57,3.96,95.89,314.2,1093.53,6.16,16.99,2.85,41,4.33
985,RbPbBr1.250Cl0.500I1.250,0,1,0,0,0,0,0,0,0,0,1,0.167,0.417,0.417,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.04,368.76,300.63,3.89,92.08,316.43,1103.64,5.97,16.54,2.87,39.5,4.25
986,RbPbBr1.250Cl0.625I1.125,0,1,0,0,0,0,0,0,0,0,1,0.208,0.417,0.375,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.02,359.66,291.69,3.82,88.27,318.65,1113.75,5.78,16.1,2.89,38,4.17
987,RbPbBr1.250Cl0.750I,0,1,0,0,0,0,0,0,0,0,1,0.25,0.417,0.333,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2,350.57,282.75,3.75,84.46,320.88,1123.87,5.59,15.65,2.91,36.5,4.08
988,RbPbBr1.250Cl0.875I0.875,0,1,0,0,0,0,0,0,0,0,1,0.292,0.417,0.292,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.99,341.47,273.82,3.68,80.65,323.11,1133.98,5.4,15.21,2.93,35,4
989,RbPbBr1.250ClI0.750,0,1,0,0,0,0,0,0,0,0,1,0.333,0.417,0.25,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.97,332.37,264.88,3.6,76.84,325.34,1144.09,5.21,14.76,2.95,33.5,3.92
990,RbPbBr1.250Cl1.125I0.625,0,1,0,0,0,0,0,0,0,0,1,0.375,0.417,0.208,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.95,323.28,255.94,3.53,73.03,327.57,1154.2,5.02,14.31,2.97,32,3.83
991,RbPbBr1.250Cl1.250I0.500,0,1,0,0,0,0,0,0,0,0,1,0.417,0.417,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.94,314.18,247,3.46,69.22,329.8,1164.32,4.83,13.87,2.99,30.5,3.75
992,RbPbBr1.250Cl1.375I0.375,0,1,0,0,0,0,0,0,0,0,1,0.458,0.417,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.92,305.08,238.06,3.39,65.41,332.03,1174.43,4.64,13.42,3.01,29,3.67
993,RbPbBr1.250Cl1.500I0.250,0,1,0,0,0,0,0,0,0,0,1,0.5,0.417,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.91,295.99,229.12,3.32,61.6,334.26,1184.54,4.45,12.98,3.04,27.5,3.58
994,RbPbBr1.250Cl1.625I0.125,0,1,0,0,0,0,0,0,0,0,1,0.542,0.417,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.89,286.89,220.18,3.25,57.78,336.49,1194.65,4.26,12.53,3.06,26,3.5
995,RbPbBr1.250Cl1.750,0,1,0,0,0,0,0,0,0,0,1,0.583,0.417,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.87,277.79,211.25,3.17,53.97,338.72,1204.77,4.08,12.09,3.08,24.5,3.42
996,RbPbBr1.375I1.625,0,1,0,0,0,0,0,0,0,0,1,0,0.458,0.542,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.09,399.91,331.36,4.1,105.36,308.73,1068.67,6.63,18.07,2.8,44.75,4.54
997,RbPbBr1.375Cl0.125I1.500,0,1,0,0,0,0,0,0,0,0,1,0.042,0.458,0.5,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.07,390.81,322.42,4.03,101.55,310.96,1078.78,6.44,17.62,2.82,43.25,4.46
998,RbPbBr1.375Cl0.250I1.375,0,1,0,0,0,0,0,0,0,0,1,0.083,0.458,0.458,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.06,381.72,313.48,3.96,97.74,313.19,1088.9,6.25,17.18,2.84,41.75,4.38
999,RbPbBr1.375Cl0.375I1.250,0,1,0,0,0,0,0,0,0,0,1,0.125,0.458,0.417,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.04,372.62,304.54,3.89,93.93,315.42,1099.01,6.06,16.73,2.86,40.25,4.29
1000,RbPbBr1.375Cl0.500I1.125,0,1,0,0,0,0,0,0,0,0,1,0.167,0.458,0.375,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.02,363.52,295.6,3.81,90.12,317.65,1109.12,5.87,16.29,2.88,38.75,4.21
1001,RbPbBr1.375Cl0.625I,0,1,0,0,0,0,0,0,0,0,1,0.208,0.458,0.333,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.01,354.43,286.66,3.74,86.31,319.88,1119.23,5.68,15.84,2.9,37.25,4.13
1002,RbPbBr1.375Cl0.750I0.875,0,1,0,0,0,0,0,0,0,0,1,0.25,0.458,0.292,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.99,345.33,277.72,3.67,82.5,322.1,1129.35,5.49,15.39,2.92,35.75,4.04
1003,RbPbBr1.375Cl0.875I0.750,0,1,0,0,0,0,0,0,0,0,1,0.292,0.458,0.25,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.98,336.23,268.78,3.6,78.69,324.33,1139.46,5.3,14.95,2.94,34.25,3.96
1004,RbPbBr1.375ClI0.625,0,1,0,0,0,0,0,0,0,0,1,0.333,0.458,0.208,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,327.14,259.85,3.53,74.88,326.56,1149.57,5.11,14.5,2.96,32.75,3.88
1005,RbPbBr1.375Cl1.125I0.500,0,1,0,0,0,0,0,0,0,0,1,0.375,0.458,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.94,318.04,250.91,3.46,71.07,328.79,1159.68,4.92,14.06,2.99,31.25,3.79
1006,RbPbBr1.375Cl1.250I0.375,0,1,0,0,0,0,0,0,0,0,1,0.417,0.458,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.93,308.94,241.97,3.39,67.26,331.02,1169.8,4.73,13.61,3.01,29.75,3.71
1007,RbPbBr1.375Cl1.375I0.250,0,1,0,0,0,0,0,0,0,0,1,0.458,0.458,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.91,299.85,233.03,3.31,63.45,333.25,1179.91,4.54,13.17,3.03,28.25,3.62
1008,RbPbBr1.375Cl1.500I0.125,0,1,0,0,0,0,0,0,0,0,1,0.5,0.458,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.9,290.75,224.09,3.24,59.64,335.48,1190.02,4.35,12.72,3.05,26.75,3.54
1009,RbPbBr1.375Cl1.625,0,1,0,0,0,0,0,0,0,0,1,0.542,0.458,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.88,281.65,215.15,3.17,55.83,337.71,1200.13,4.16,12.27,3.07,25.25,3.46
1010,RbPbBr1.500I1.500,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.08,394.68,326.32,4.03,103.4,309.95,1074.15,6.52,17.81,2.81,44,4.5
1011,RbPbBr1.500Cl0.125I1.375,0,1,0,0,0,0,0,0,0,0,1,0.042,0.5,0.458,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.06,385.58,317.39,3.95,99.59,312.18,1084.26,6.33,17.37,2.83,42.5,4.42
1012,RbPbBr1.500Cl0.250I1.250,0,1,0,0,0,0,0,0,0,0,1,0.083,0.5,0.417,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.05,376.48,308.45,3.88,95.78,314.41,1094.38,6.14,16.92,2.85,41,4.33
1013,RbPbBr1.500Cl0.375I1.125,0,1,0,0,0,0,0,0,0,0,1,0.125,0.5,0.375,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.03,367.38,299.51,3.81,91.97,316.64,1104.49,5.95,16.47,2.87,39.5,4.25
1014,RbPbBr1.500Cl0.500I,0,1,0,0,0,0,0,0,0,0,1,0.167,0.5,0.333,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.02,358.29,290.57,3.74,88.16,318.87,1114.6,5.76,16.03,2.89,38,4.17
1015,RbPbBr1.500Cl0.625I0.875,0,1,0,0,0,0,0,0,0,0,1,0.208,0.5,0.292,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2,349.19,281.63,3.67,84.35,321.1,1124.71,5.58,15.58,2.91,36.5,4.08
1016,RbPbBr1.500Cl0.750I0.750,0,1,0,0,0,0,0,0,0,0,1,0.25,0.5,0.25,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.98,340.1,272.69,3.6,80.54,323.32,1134.83,5.39,15.14,2.94,35,4
1017,RbPbBr1.500Cl0.875I0.625,0,1,0,0,0,0,0,0,0,0,1,0.292,0.5,0.208,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.97,331,263.75,3.52,76.73,325.55,1144.94,5.2,14.69,2.96,33.5,3.92
1018,RbPbBr1.500ClI0.500,0,1,0,0,0,0,0,0,0,0,1,0.333,0.5,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.95,321.9,254.81,3.45,72.92,327.78,1155.05,5.01,14.25,2.98,32,3.83
1019,RbPbBr1.500Cl1.125I0.375,0,1,0,0,0,0,0,0,0,0,1,0.375,0.5,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.93,312.81,245.88,3.38,69.11,330.01,1165.16,4.82,13.8,3,30.5,3.75
1020,RbPbBr1.500Cl1.250I0.250,0,1,0,0,0,0,0,0,0,0,1,0.417,0.5,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.92,303.71,236.94,3.31,65.3,332.24,1175.28,4.63,13.35,3.02,29,3.67
1021,RbPbBr1.500Cl1.375I0.125,0,1,0,0,0,0,0,0,0,0,1,0.458,0.5,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.9,294.61,228,3.24,61.49,334.47,1185.39,4.44,12.91,3.04,27.5,3.58
1022,RbPbBr1.500Cl1.500,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.89,285.51,219.06,3.17,57.68,336.7,1195.5,4.25,12.46,3.06,26,3.5
1023,RbPbBr1.625I1.375,0,1,0,0,0,0,0,0,0,0,1,0,0.542,0.458,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.07,389.44,321.29,3.95,101.45,311.17,1079.63,6.42,17.56,2.82,43.25,4.46
1024,RbPbBr1.625Cl0.125I1.250,0,1,0,0,0,0,0,0,0,0,1,0.042,0.542,0.417,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.05,380.34,312.36,3.88,97.64,313.4,1089.74,6.23,17.11,2.84,41.75,4.38
1025,RbPbBr1.625Cl0.250I1.125,0,1,0,0,0,0,0,0,0,0,1,0.083,0.542,0.375,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.04,371.25,303.42,3.81,93.82,315.63,1099.85,6.04,16.66,2.86,40.25,4.29
1026,RbPbBr1.625Cl0.375I,0,1,0,0,0,0,0,0,0,0,1,0.125,0.542,0.333,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.02,362.15,294.48,3.74,90.01,317.86,1109.97,5.85,16.22,2.88,38.75,4.21
1027,RbPbBr1.625Cl0.500I0.875,0,1,0,0,0,0,0,0,0,0,1,0.167,0.542,0.292,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2,353.05,285.54,3.66,86.2,320.09,1120.08,5.66,15.77,2.91,37.25,4.13
1028,RbPbBr1.625Cl0.625I0.750,0,1,0,0,0,0,0,0,0,0,1,0.208,0.542,0.25,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.99,343.96,276.6,3.59,82.39,322.32,1130.19,5.47,15.33,2.93,35.75,4.04
1029,RbPbBr1.625Cl0.750I0.625,0,1,0,0,0,0,0,0,0,0,1,0.25,0.542,0.208,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.97,334.86,267.66,3.52,78.58,324.55,1140.3,5.28,14.88,2.95,34.25,3.96
1030,RbPbBr1.625Cl0.875I0.500,0,1,0,0,0,0,0,0,0,0,1,0.292,0.542,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,325.76,258.72,3.45,74.77,326.77,1150.42,5.09,14.43,2.97,32.75,3.88
1031,RbPbBr1.625ClI0.375,0,1,0,0,0,0,0,0,0,0,1,0.333,0.542,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.94,316.67,249.78,3.38,70.96,329,1160.53,4.9,13.99,2.99,31.25,3.79
1032,RbPbBr1.625Cl1.125I0.250,0,1,0,0,0,0,0,0,0,0,1,0.375,0.542,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.92,307.57,240.84,3.31,67.15,331.23,1170.64,4.71,13.54,3.01,29.75,3.71
1033,RbPbBr1.625Cl1.250I0.125,0,1,0,0,0,0,0,0,0,0,1,0.417,0.542,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.91,298.47,231.91,3.23,63.34,333.46,1180.75,4.52,13.1,3.03,28.25,3.63
1034,RbPbBr1.625Cl1.375,0,1,0,0,0,0,0,0,0,0,1,0.458,0.542,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.89,289.38,222.97,3.16,59.53,335.69,1190.87,4.33,12.65,3.05,26.75,3.54
1035,RbPbBr1.750I1.250,0,1,0,0,0,0,0,0,0,0,1,0,0.583,0.417,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.06,384.2,316.26,3.87,99.49,312.39,1085.11,6.32,17.3,2.83,42.5,4.42
1036,RbPbBr1.750Cl0.125I1.125,0,1,0,0,0,0,0,0,0,0,1,0.042,0.583,0.375,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.04,375.11,307.32,3.8,95.68,314.62,1095.22,6.13,16.85,2.86,41,4.33
1037,RbPbBr1.750Cl0.250I,0,1,0,0,0,0,0,0,0,0,1,0.083,0.583,0.333,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.03,366.01,298.38,3.73,91.87,316.85,1105.33,5.94,16.41,2.88,39.5,4.25
1038,RbPbBr1.750Cl0.375I0.875,0,1,0,0,0,0,0,0,0,0,1,0.125,0.583,0.292,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.01,356.91,289.45,3.66,88.06,319.08,1115.45,5.75,15.96,2.9,38,4.17
1039,RbPbBr1.750Cl0.500I0.750,0,1,0,0,0,0,0,0,0,0,1,0.167,0.583,0.25,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.99,347.82,280.51,3.59,84.25,321.31,1125.56,5.56,15.51,2.92,36.5,4.08
1040,RbPbBr1.750Cl0.625I0.625,0,1,0,0,0,0,0,0,0,0,1,0.208,0.583,0.208,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.98,338.72,271.57,3.52,80.44,323.54,1135.67,5.37,15.07,2.94,35,4
1041,RbPbBr1.750Cl0.750I0.500,0,1,0,0,0,0,0,0,0,0,1,0.25,0.583,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,329.62,262.63,3.45,76.62,325.77,1145.78,5.18,14.62,2.96,33.5,3.92
1042,RbPbBr1.750Cl0.875I0.375,0,1,0,0,0,0,0,0,0,0,1,0.292,0.583,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.95,320.53,253.69,3.37,72.81,328,1155.9,4.99,14.18,2.98,32,3.83
1043,RbPbBr1.750ClI0.250,0,1,0,0,0,0,0,0,0,0,1,0.333,0.583,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.93,311.43,244.75,3.3,69,330.23,1166.01,4.8,13.73,3,30.5,3.75
1044,RbPbBr1.750Cl1.125I0.125,0,1,0,0,0,0,0,0,0,0,1,0.375,0.583,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.91,302.33,235.81,3.23,65.19,332.45,1176.12,4.61,13.29,3.02,29,3.67
1045,RbPbBr1.750Cl1.250,0,1,0,0,0,0,0,0,0,0,1,0.417,0.583,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.9,293.24,226.88,3.16,61.38,334.68,1186.23,4.42,12.84,3.04,27.5,3.58
1046,RbPbBr1.875I1.125,0,1,0,0,0,0,0,0,0,0,1,0,0.625,0.375,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.05,378.97,311.23,3.8,97.53,313.61,1090.59,6.21,17.04,2.85,41.75,4.38
1047,RbPbBr1.875Cl0.125I,0,1,0,0,0,0,0,0,0,0,1,0.042,0.625,0.333,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.03,369.87,302.29,3.73,93.72,315.84,1100.7,6.02,16.59,2.87,40.25,4.29
1048,RbPbBr1.875Cl0.250I0.875,0,1,0,0,0,0,0,0,0,0,1,0.083,0.625,0.292,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.02,360.78,293.35,3.66,89.91,318.07,1110.81,5.83,16.15,2.89,38.75,4.21
1049,RbPbBr1.875Cl0.375I0.750,0,1,0,0,0,0,0,0,0,0,1,0.125,0.625,0.25,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2,351.68,284.42,3.58,86.1,320.3,1120.92,5.64,15.7,2.91,37.25,4.13
