Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,PBE,HSE,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
1050,RbPbBr1.875Cl0.500I0.625,0,1,0,0,0,0,0,0,0,0,1,0.167,0.625,0.208,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.99,342.58,275.48,3.51,82.29,322.53,1131.04,5.46,15.26,2.93,35.75,4.04
1051,RbPbBr1.875Cl0.625I0.500,0,1,0,0,0,0,0,0,0,0,1,0.208,0.625,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.97,333.49,266.54,3.44,78.48,324.76,1141.15,5.27,14.81,2.95,34.25,3.96
1052,RbPbBr1.875Cl0.750I0.375,0,1,0,0,0,0,0,0,0,0,1,0.25,0.625,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.95,324.39,257.6,3.37,74.67,326.99,1151.26,5.08,14.37,2.97,32.75,3.88
1053,RbPbBr1.875Cl0.875I0.250,0,1,0,0,0,0,0,0,0,0,1,0.292,0.625,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.94,315.29,248.66,3.3,70.86,329.22,1161.38,4.89,13.92,2.99,31.25,3.79
1054,RbPbBr1.875ClI0.125,0,1,0,0,0,0,0,0,0,0,1,0.333,0.625,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.92,306.2,239.72,3.23,67.05,331.45,1171.49,4.7,13.47,3.01,29.75,3.71
1055,RbPbBr1.875Cl1.125,0,1,0,0,0,0,0,0,0,0,1,0.375,0.625,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.9,297.1,230.78,3.16,63.23,333.68,1181.6,4.51,13.03,3.04,28.25,3.63
1056,RbPbBr2I,0,1,0,0,0,0,0,0,0,0,1,0,0.667,0.333,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.04,373.73,306.2,3.72,95.57,314.83,1096.07,6.11,16.78,2.86,41,4.33
1057,RbPbBr2Cl0.125I0.875,0,1,0,0,0,0,0,0,0,0,1,0.042,0.667,0.292,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.02,364.64,297.26,3.65,91.76,317.06,1106.18,5.92,16.34,2.88,39.5,4.25
1058,RbPbBr2Cl0.250I0.750,0,1,0,0,0,0,0,0,0,0,1,0.083,0.667,0.25,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.01,355.54,288.32,3.58,87.95,319.29,1116.29,5.73,15.89,2.9,38,4.17
1059,RbPbBr2Cl0.375I0.625,0,1,0,0,0,0,0,0,0,0,1,0.125,0.667,0.208,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.99,346.44,279.38,3.51,84.14,321.52,1126.4,5.54,15.45,2.92,36.5,4.08
1060,RbPbBr2Cl0.500I0.500,0,1,0,0,0,0,0,0,0,0,1,0.167,0.667,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.98,337.35,270.44,3.44,80.33,323.75,1136.52,5.35,15,2.94,35,4
1061,RbPbBr2Cl0.625I0.375,0,1,0,0,0,0,0,0,0,0,1,0.208,0.667,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,328.25,261.51,3.37,76.52,325.98,1146.63,5.16,14.55,2.96,33.5,3.92
1062,RbPbBr2Cl0.750I0.250,0,1,0,0,0,0,0,0,0,0,1,0.25,0.667,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.94,319.15,252.57,3.29,72.71,328.21,1156.74,4.97,14.11,2.98,32,3.83
1063,RbPbBr2Cl0.875I0.125,0,1,0,0,0,0,0,0,0,0,1,0.292,0.667,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.93,310.06,243.63,3.22,68.9,330.44,1166.85,4.78,13.66,3.01,30.5,3.75
1064,RbPbBr2Cl,0,1,0,0,0,0,0,0,0,0,1,0.333,0.667,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.91,300.96,234.69,3.15,65.09,332.67,1176.97,4.59,13.22,3.03,29,3.67
1065,RbPbBr2.125I0.875,0,1,0,0,0,0,0,0,0,0,1,0,0.708,0.292,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.03,368.5,301.17,3.65,93.61,316.05,1101.55,6.01,16.53,2.87,40.25,4.29
1066,RbPbBr2.125Cl0.125I0.750,0,1,0,0,0,0,0,0,0,0,1,0.042,0.708,0.25,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.01,359.4,292.23,3.58,89.8,318.28,1111.66,5.82,16.08,2.89,38.75,4.21
1067,RbPbBr2.125Cl0.250I0.625,0,1,0,0,0,0,0,0,0,0,1,0.083,0.708,0.208,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2,350.3,283.29,3.5,85.99,320.51,1121.77,5.63,15.63,2.91,37.25,4.13
1068,RbPbBr2.125Cl0.375I0.500,0,1,0,0,0,0,0,0,0,0,1,0.125,0.708,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.98,341.21,274.35,3.43,82.18,322.74,1131.88,5.44,15.19,2.94,35.75,4.04
1069,RbPbBr2.125Cl0.500I0.375,0,1,0,0,0,0,0,0,0,0,1,0.167,0.708,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,332.11,265.41,3.36,78.37,324.97,1142,5.25,14.74,2.96,34.25,3.96
1070,RbPbBr2.125Cl0.625I0.250,0,1,0,0,0,0,0,0,0,0,1,0.208,0.708,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.95,323.01,256.48,3.29,74.56,327.2,1152.11,5.06,14.3,2.98,32.75,3.88
1071,RbPbBr2.125Cl0.750I0.125,0,1,0,0,0,0,0,0,0,0,1,0.25,0.708,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.93,313.92,247.54,3.22,70.75,329.43,1162.22,4.87,13.85,3,31.25,3.79
1072,RbPbBr2.125Cl0.875,0,1,0,0,0,0,0,0,0,0,1,0.292,0.708,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.92,304.82,238.6,3.15,66.94,331.66,1172.33,4.68,13.41,3.02,29.75,3.71
1073,RbPbBr2.250I0.750,0,1,0,0,0,0,0,0,0,0,1,0,0.75,0.25,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.02,363.26,296.14,3.57,91.65,317.28,1107.03,5.9,16.27,2.88,39.5,4.25
1074,RbPbBr2.250Cl0.125I0.625,0,1,0,0,0,0,0,0,0,0,1,0.042,0.75,0.208,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2,354.17,287.2,3.5,87.84,319.5,1117.14,5.71,15.82,2.91,38,4.17
1075,RbPbBr2.250Cl0.250I0.500,0,1,0,0,0,0,0,0,0,0,1,0.083,0.75,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.99,345.07,278.26,3.43,84.03,321.73,1127.25,5.53,15.38,2.93,36.5,4.08
1076,RbPbBr2.250Cl0.375I0.375,0,1,0,0,0,0,0,0,0,0,1,0.125,0.75,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.97,335.97,269.32,3.36,80.22,323.96,1137.36,5.34,14.93,2.95,35,4
1077,RbPbBr2.250Cl0.500I0.250,0,1,0,0,0,0,0,0,0,0,1,0.167,0.75,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.95,326.88,260.38,3.29,76.41,326.19,1147.47,5.15,14.49,2.97,33.5,3.92
1078,RbPbBr2.250Cl0.625I0.125,0,1,0,0,0,0,0,0,0,0,1,0.208,0.75,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.94,317.78,251.44,3.21,72.6,328.42,1157.59,4.96,14.04,2.99,32,3.83
1079,RbPbBr2.250Cl0.750,0,1,0,0,0,0,0,0,0,0,1,0.25,0.75,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.92,308.68,242.5,3.14,68.79,330.65,1167.7,4.77,13.59,3.01,30.5,3.75
1080,RbPbBr2.375I0.625,0,1,0,0,0,0,0,0,0,0,1,0,0.792,0.208,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.01,358.03,291.11,3.5,89.7,318.5,1112.5,5.8,16.01,2.9,38.75,4.21
1081,RbPbBr2.375Cl0.125I0.500,0,1,0,0,0,0,0,0,0,0,1,0.042,0.792,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.99,348.93,282.17,3.43,85.89,320.73,1122.62,5.61,15.57,2.92,37.25,4.13
1082,RbPbBr2.375Cl0.250I0.375,0,1,0,0,0,0,0,0,0,0,1,0.083,0.792,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.98,339.83,273.23,3.35,82.07,322.95,1132.73,5.42,15.12,2.94,35.75,4.04
1083,RbPbBr2.375Cl0.375I0.250,0,1,0,0,0,0,0,0,0,0,1,0.125,0.792,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,330.74,264.29,3.28,78.26,325.18,1142.84,5.23,14.67,2.96,34.25,3.96
1084,RbPbBr2.375Cl0.500I0.125,0,1,0,0,0,0,0,0,0,0,1,0.167,0.792,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.94,321.64,255.35,3.21,74.45,327.41,1152.95,5.04,14.23,2.98,32.75,3.88
1085,RbPbBr2.375Cl0.625,0,1,0,0,0,0,0,0,0,0,1,0.208,0.792,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.93,312.54,246.41,3.14,70.64,329.64,1163.07,4.85,13.78,3,31.25,3.79
1086,RbPbBr2.500I0.500,0,1,0,0,0,0,0,0,0,0,1,0,0.833,0.167,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2,352.79,286.07,3.42,87.74,319.72,1117.98,5.7,15.75,2.91,38,4.17
1087,RbPbBr2.500Cl0.125I0.375,0,1,0,0,0,0,0,0,0,0,1,0.042,0.833,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.98,343.69,277.14,3.35,83.93,321.95,1128.1,5.51,15.31,2.93,36.5,4.08
1088,RbPbBr2.500Cl0.250I0.250,0,1,0,0,0,0,0,0,0,0,1,0.083,0.833,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.97,334.6,268.2,3.28,80.12,324.18,1138.21,5.32,14.86,2.95,35,4
1089,RbPbBr2.500Cl0.375I0.125,0,1,0,0,0,0,0,0,0,0,1,0.125,0.833,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.95,325.5,259.26,3.21,76.31,326.4,1148.32,5.13,14.42,2.97,33.5,3.92
1090,RbPbBr2.500Cl0.500,0,1,0,0,0,0,0,0,0,0,1,0.167,0.833,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.94,316.41,250.32,3.14,72.5,328.63,1158.43,4.94,13.97,2.99,32,3.83
1091,RbPbBr2.625I0.375,0,1,0,0,0,0,0,0,0,0,1,0,0.875,0.125,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.99,347.56,281.04,3.35,85.78,320.94,1123.46,5.6,15.5,2.92,37.25,4.13
1092,RbPbBr2.625Cl0.125I0.250,0,1,0,0,0,0,0,0,0,0,1,0.042,0.875,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.97,338.46,272.11,3.27,81.97,323.17,1133.58,5.41,15.05,2.94,35.75,4.04
1093,RbPbBr2.625Cl0.250I0.125,0,1,0,0,0,0,0,0,0,0,1,0.083,0.875,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,329.36,263.17,3.2,78.16,325.4,1143.69,5.22,14.61,2.96,34.25,3.96
1094,RbPbBr2.625Cl0.375,0,1,0,0,0,0,0,0,0,0,1,0.125,0.875,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.94,320.27,254.23,3.13,74.35,327.63,1153.8,5.03,14.16,2.98,32.75,3.88
1095,RbPbBr2.750I0.250,0,1,0,0,0,0,0,0,0,0,1,0,0.917,0.083,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.98,342.32,276.01,3.27,83.82,322.16,1128.94,5.49,15.24,2.94,36.5,4.08
1096,RbPbBr2.750Cl0.125I0.125,0,1,0,0,0,0,0,0,0,0,1,0.042,0.917,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,333.22,267.07,3.2,80.01,324.39,1139.05,5.3,14.79,2.96,35,4
1097,RbPbBr2.750Cl0.250,0,1,0,0,0,0,0,0,0,0,1,0.083,0.917,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.95,324.13,258.13,3.13,76.2,326.62,1149.17,5.11,14.35,2.98,33.5,3.92
1098,RbPbBr2.875I0.125,0,1,0,0,0,0,0,0,0,0,1,0,0.958,0.042,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.97,337.09,270.98,3.2,81.86,323.38,1134.42,5.39,14.98,2.95,35.75,4.04
1099,RbPbBr2.875Cl0.125,0,1,0,0,0,0,0,0,0,0,1,0.042,0.958,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.95,327.99,262.04,3.12,78.05,325.61,1144.53,5.2,14.54,2.97,34.25,3.96
1100,RbPbBr3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
1101,RbGe0.125Sr0.875I3,0,1,0,0,0,0,0.88,0,0.13,0,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.21,1836.5,1063.19,2.89,85.74,-132,576.08,11.15,161.58,1.08,37.25,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
1102,RbGe0.125Sr0.875Cl3,0,1,0,0,0,0,0.88,0,0.13,0,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.21,1836.5,1063.19,2.89,85.74,-132,576.08,11.15,161.58,1.08,37.25,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
1103,RbGe0.125Sr0.875Br3,0,1,0,0,0,0,0.88,0,0.13,0,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.21,1836.5,1063.19,2.89,85.74,-132,576.08,11.15,161.58,1.08,37.25,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
1104,RbGe0.125Sn0.125Sr0.750I3,0,1,0,0,0,0,0.75,0,0.13,0.13,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.2,1989.13,996.08,3.48,89.63,-95.88,595.96,11.03,180.76,1.21,38.75,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
1105,RbGe0.125Sn0.125Sr0.750Cl3,0,1,0,0,0,0,0.75,0,0.13,0.13,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.2,1989.13,996.08,3.48,89.63,-95.88,595.96,11.03,180.76,1.21,38.75,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
1106,RbGe0.125Sn0.125Sr0.750Br3,0,1,0,0,0,0,0.75,0,0.13,0.13,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.2,1989.13,996.08,3.48,89.63,-95.88,595.96,11.03,180.76,1.21,38.75,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
1107,RbGe0.125Sn0.250Sr0.625I3,0,1,0,0,0,0,0.63,0,0.13,0.25,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.18,2141.75,928.97,4.08,93.52,-59.75,615.85,10.9,199.94,1.33,40.25,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
1108,RbGe0.125Sn0.250Sr0.625Cl3,0,1,0,0,0,0,0.63,0,0.13,0.25,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.18,2141.75,928.97,4.08,93.52,-59.75,615.85,10.9,199.94,1.33,40.25,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
1109,RbGe0.125Sn0.250Sr0.625Br3,0,1,0,0,0,0,0.63,0,0.13,0.25,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.18,2141.75,928.97,4.08,93.52,-59.75,615.85,10.9,199.94,1.33,40.25,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
1110,RbGe0.125Sn0.375Sr0.500I3,0,1,0,0,0,0,0.5,0,0.13,0.38,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.17,2294.38,861.86,4.68,97.4,-23.63,635.74,10.77,219.13,1.46,41.75,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
1111,RbGe0.125Sn0.375Sr0.500Cl3,0,1,0,0,0,0,0.5,0,0.13,0.38,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.17,2294.38,861.86,4.68,97.4,-23.63,635.74,10.77,219.13,1.46,41.75,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
1112,RbGe0.125Sn0.375Sr0.500Br3,0,1,0,0,0,0,0.5,0,0.13,0.38,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.17,2294.38,861.86,4.68,97.4,-23.63,635.74,10.77,219.13,1.46,41.75,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
1113,RbGe0.125Sn0.500Sr0.375I3,0,1,0,0,0,0,0.38,0,0.13,0.5,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.16,2447,794.75,5.27,101.29,12.5,655.63,10.65,238.31,1.59,43.25,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
1114,RbGe0.125Sn0.500Sr0.375Cl3,0,1,0,0,0,0,0.38,0,0.13,0.5,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.16,2447,794.75,5.27,101.29,12.5,655.63,10.65,238.31,1.59,43.25,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
1115,RbGe0.125Sn0.500Sr0.375Br3,0,1,0,0,0,0,0.38,0,0.13,0.5,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.16,2447,794.75,5.27,101.29,12.5,655.63,10.65,238.31,1.59,43.25,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
1116,RbGe0.125Sn0.625Sr0.250I3,0,1,0,0,0,0,0.25,0,0.13,0.63,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.14,2599.63,727.64,5.87,105.17,48.63,675.51,10.53,257.49,1.71,44.75,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
1117,RbGe0.125Sn0.625Sr0.250Cl3,0,1,0,0,0,0,0.25,0,0.13,0.63,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.14,2599.63,727.64,5.87,105.17,48.63,675.51,10.53,257.49,1.71,44.75,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
1118,RbGe0.125Sn0.625Sr0.250Br3,0,1,0,0,0,0,0.25,0,0.13,0.63,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.14,2599.63,727.64,5.87,105.17,48.63,675.51,10.53,257.49,1.71,44.75,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
