Index,Formula,Decomp,Gap,SLME,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
319,FAPb_0.25Sn_0.75I_3,-1.19,1.22,0.15,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E-01,2.50E-01,0.00E+00,0.00E+00,1.00E+00,0,0,0,1,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.16E+00,2.67E+03,5.29E+02,8.31E+00,1.41E+02,1.18E+02,7.11E+02,6.59E+00,2.62E+02,2.05E+00,5.80E+01,5.25E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
320,FAPb_0.5Sn_0.5I_3,-1.29,0.93,0.16,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,5.00E-01,0.00E+00,0.00E+00,1.00E+00,1,0,0,0,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.17E+00,2.45E+03,5.53E+02,9.30E+00,1.63E+02,1.16E+02,7.13E+02,5.98E+00,2.34E+02,2.15E+00,6.60E+01,5.50E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
321,FAPb_0.5Sn_0.5I_3,-1.22,1.05,0.15,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,5.00E-01,0.00E+00,0.00E+00,1.00E+00,0,0,0,1,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.17E+00,2.45E+03,5.53E+02,9.30E+00,1.63E+02,1.16E+02,7.13E+02,5.98E+00,2.34E+02,2.15E+00,6.60E+01,5.50E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
322,FAPb_0.75Sn_0.25I_3,-1.33,1.04,0.16,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,7.50E-01,0.00E+00,0.00E+00,1.00E+00,1,0,0,0,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.18E+00,2.24E+03,5.77E+02,1.03E+01,1.85E+02,1.13E+02,7.14E+02,5.38E+00,2.06E+02,2.24E+00,7.40E+01,5.75E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
323,FAPb_0.75Sn_0.25I_3,-1.26,0.93,0.14,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,7.50E-01,0.00E+00,0.00E+00,1.00E+00,0,0,0,1,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.18E+00,2.24E+03,5.77E+02,1.03E+01,1.85E+02,1.13E+02,7.14E+02,5.38E+00,2.06E+02,2.24E+00,7.40E+01,5.75E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
324,MAPbI_2.5Br_0.5,-0.39,1.49,0.13,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.67E-01,8.33E-01,1,0,0,0,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.16E+00,4.37E+02,3.67E+02,4.63E+00,1.19E+02,3.00E+02,1.03E+03,7.35E+00,1.99E+01,2.71E+00,5.00E+01,4.83E+00
325,MAPbI_2.5Br_0.5,-0.40,0.95,0.16,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.67E-01,8.33E-01,0,1,0,0,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.16E+00,4.37E+02,3.67E+02,4.63E+00,1.19E+02,3.00E+02,1.03E+03,7.35E+00,1.99E+01,2.71E+00,5.00E+01,4.83E+00
326,MAPbI_2Br,-0.44,1.35,0.16,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.33E-01,6.67E-01,1,0,0,0,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.12E+00,4.16E+02,3.47E+02,4.33E+00,1.11E+02,3.05E+02,1.05E+03,6.94E+00,1.88E+01,2.76E+00,4.70E+01,4.67E+00
327,MAPbI_2Br,-0.44,1.07,0.16,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.33E-01,6.67E-01,0,1,0,0,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.12E+00,4.16E+02,3.47E+02,4.33E+00,1.11E+02,3.05E+02,1.05E+03,6.94E+00,1.88E+01,2.76E+00,4.70E+01,4.67E+00
328,MAPbI_1.5Br_1.5,-0.48,1.38,0.16,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.00E-01,5.00E-01,1,0,0,0,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.08E+00,3.95E+02,3.27E+02,4.03E+00,1.03E+02,3.10E+02,1.08E+03,6.53E+00,1.78E+01,2.81E+00,4.40E+01,4.50E+00
329,MAPbI_1.5Br_1.5,-0.49,1.05,0.16,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.00E-01,5.00E-01,0,1,0,0,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.08E+00,3.95E+02,3.27E+02,4.03E+00,1.03E+02,3.10E+02,1.08E+03,6.53E+00,1.78E+01,2.81E+00,4.40E+01,4.50E+00
330,MAPbIBr_2,-0.52,1.47,0.16,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.67E-01,3.33E-01,1,0,0,0,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.04E+00,3.74E+02,3.06E+02,3.72E+00,9.56E+01,3.15E+02,1.10E+03,6.11E+00,1.68E+01,2.86E+00,4.10E+01,4.33E+00
331,MAPbIBr_2,-0.57,1.19,0.16,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.67E-01,3.33E-01,0,1,0,0,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.04E+00,3.74E+02,3.06E+02,3.72E+00,9.56E+01,3.15E+02,1.10E+03,6.11E+00,1.68E+01,2.86E+00,4.10E+01,4.33E+00
332,CsPbI_2Br,-0.82,0.53,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.33E-01,6.67E-01,1,0,0,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.12E+00,4.16E+02,3.47E+02,4.33E+00,1.11E+02,3.05E+02,1.05E+03,6.94E+00,1.88E+01,2.76E+00,4.70E+01,4.67E+00
333,CsPbI_2Br,-0.91,0.80,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.33E-01,6.67E-01,0,0,1,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.12E+00,4.16E+02,3.47E+02,4.33E+00,1.11E+02,3.05E+02,1.05E+03,6.94E+00,1.88E+01,2.76E+00,4.70E+01,4.67E+00
334,CsPbI_1.5Br_1.5,-0.80,0.62,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.00E-01,5.00E-01,1,0,0,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.08E+00,3.95E+02,3.27E+02,4.03E+00,1.03E+02,3.10E+02,1.08E+03,6.53E+00,1.78E+01,2.81E+00,4.40E+01,4.50E+00
335,CsPbI_1.5Br_1.5,-0.89,0.99,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.00E-01,5.00E-01,0,0,1,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.08E+00,3.95E+02,3.27E+02,4.03E+00,1.03E+02,3.10E+02,1.08E+03,6.53E+00,1.78E+01,2.81E+00,4.40E+01,4.50E+00
336,CsPbIBr_2,-0.79,0.69,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.67E-01,3.33E-01,1,0,0,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.04E+00,3.74E+02,3.06E+02,3.72E+00,9.56E+01,3.15E+02,1.10E+03,6.11E+00,1.68E+01,2.86E+00,4.10E+01,4.33E+00
337,CsPbIBr_2,-0.87,1.13,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.67E-01,3.33E-01,0,0,1,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.04E+00,3.74E+02,3.06E+02,3.72E+00,9.56E+01,3.15E+02,1.10E+03,6.11E+00,1.68E+01,2.86E+00,4.10E+01,4.33E+00
338,CsSn_0.5Pb_0.5I_3,-0.80,0.15,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,5.00E-01,0.00E+00,0.00E+00,1.00E+00,1,0,0,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.17E+00,2.45E+03,5.53E+02,9.30E+00,1.63E+02,1.16E+02,7.13E+02,5.98E+00,2.34E+02,2.15E+00,6.60E+01,5.50E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
339,CsSn_0.5Pb_0.5I_3,-0.87,0.51,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,5.00E-01,0.00E+00,0.00E+00,1.00E+00,0,0,1,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.17E+00,2.45E+03,5.53E+02,9.30E+00,1.63E+02,1.16E+02,7.13E+02,5.98E+00,2.34E+02,2.15E+00,6.60E+01,5.50E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
340,CsSn_0.5Ge_0.5I_3,1.33,0.17,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,5.00E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1,0,0,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.01E+00,3.00E+03,8.58E+02,6.31E+00,9.58E+01,1.21E+02,7.36E+02,1.95E+01,3.12E+02,1.98E+00,4.10E+01,4.50E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
341,CsSn_0.5Ge_0.5I_3,1.31,0.45,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,5.00E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0,0,1,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.01E+00,3.00E+03,8.58E+02,6.31E+00,9.58E+01,1.21E+02,7.36E+02,1.95E+01,3.12E+02,1.98E+00,4.10E+01,4.50E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
342,CsSn_0.75Ge_0.25Br_3,-0.49,0.33,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,7.50E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,0,0,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.08E+00,2.94E+03,6.81E+02,6.81E+00,1.07E+02,1.21E+02,7.22E+02,1.34E+01,3.01E+02,1.97E+00,4.55E+01,4.75E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
343,CsSn_0.75Ge_0.25Br_3,-0.52,0.56,0.15,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,7.50E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0,0,1,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.08E+00,2.94E+03,6.81E+02,6.81E+00,1.07E+02,1.21E+02,7.22E+02,1.34E+01,3.01E+02,1.97E+00,4.55E+01,4.75E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
344,CsSn_0.5Ge_0.5Br_3,-0.52,0.48,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,5.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,0,0,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.01E+00,3.00E+03,8.58E+02,6.31E+00,9.58E+01,1.21E+02,7.36E+02,1.95E+01,3.12E+02,1.98E+00,4.10E+01,4.50E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
345,CsSn_0.5Ge_0.5Br_3,-0.52,0.71,0.15,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,5.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0,0,1,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.01E+00,3.00E+03,8.58E+02,6.31E+00,9.58E+01,1.21E+02,7.36E+02,1.95E+01,3.12E+02,1.98E+00,4.10E+01,4.50E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
346,CsSn_0.25Ge_0.75Br_3,-0.51,0.47,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E-01,2.50E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,0,0,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,9.40E-01,3.05E+03,1.03E+03,5.82E+00,8.42E+01,1.20E+02,7.49E+02,2.57E+01,3.23E+02,2.00E+00,3.65E+01,4.25E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
347,CsSn_0.25Ge_0.75Br_3,-0.52,0.62,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E-01,2.50E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0,0,1,0,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,9.40E-01,3.05E+03,1.03E+03,5.82E+00,8.42E+01,1.20E+02,7.49E+02,2.57E+01,3.23E+02,2.00E+00,3.65E+01,4.25E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
